review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สินค้าได้รับเรียบร้อยไม่มีการแตกหักใดๆ สีสวย ประทับใจ เข้ากับสีผิวหน้าเราพอดีเลย ราคาเป็นมิตรไม่แพงเลย ใช้ได้นาน ระวังเรื่องความร้อนแอบกลัวละลายเนื้อครีมเกลียง่ายแต่นิดๆค่อยค่อยเกลียจะดีที่สุด ส่วนตัวชอบสีนี้ค่ะ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
คุณภาพเกินราคา แพคเกจน่ารัก ตอนแรกไม่กล้า แต่อยากลองสีม่วง แต่งออกมา ไม่ผีเลย โอเคมาก กลายเป็น บลัชออน ประจำวันไปเลย สีสวย เกลี่ยง่าย ค่อยๆ แทพๆ เพิ่มสีทีละชั้นๆ พกติดรถไว้ เจอความร้อน ไม่ละลาย สีแต่งติดหน้า แต่ไม่ถึงกับ ล้างออกยาก เราใช้คลีนซิ่งปาล์ม ล้างออก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แปลกมากไม่รู้คนอื่นเป็นไหมทำไมมันมีน้ำเป็นละอองอยู่แต่พอใช้ก็ใช้ได้ แต่ทำไม่เคยเห็นคนอื่นเป็นเลยหรือของเราหลุดqc อีกอย่างคือที่ปิดอีกอันปิดสนิทอีกอันปิดแล้วไม่สนิทเลย แถมตอนแกะออกมากมันฝุ่นด้วยเฟลมาก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดวงซวยไปหน่อยได้อันไม่มีคุณภาพมา ฝาหลวมๆ เพราะไม่มีเหล็กข้างนึง เปิดทีเหมือนฝาจะหลุดตลอดเวลา คงไม่กล้าซื้อต่อ ทางร้านก็รับผิดชอบดีเพราะมันเลยการันตีชป ทางร้านเลยให้ส่งอันมีปัญหากลับไปแดะเขาส่งอันที่มีคุณภาพกลับคืนมาให้ แต่ต้องส่งคืนภายใน3วันนะ ค่าส่งทางร้านออกให้ เอาบิลถ่ายส่งไปให้ แต่ค่าเดินทางไปส่งของแพงกว่าราคาของอีก เพราะมูฟมาอยู่ต่างจังหวัด เดินทางลำบาก อยากให้ทางร้านเชคของให้ดีกว่านี้ ก่อนที่จะส่งให้ลูกค้าค่ะ จ่ายราคาเต็มเท่าคนอื่นแต่ได้รับของไม่ดีเต็มเท่าคนอื่น ต้องเสียเวลาไปส่งคืนอีก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดส่งช้ามาก มากถึงมาก เป็นที่ขนส่งด้วย ส่วนเนื้อบลัชคิดว่าคงไม่ซ้ำ เนื้อแห้ง เกลี่ยค่อนข้างยาก นึกว่าสีคูลโทน จริงๆติดอมแดงส้ม จัดส่งช้ายังพอทน แพ็จเกจจิ้งแย่มาก จากใจ ใช้ไม่ถึง1เดือน ตลับแตกทั้งที่ไม่ได้พกไปไหนเลย หลุมยังไม่ทันยุบด้วยซ้ำ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สีสวย น่ารักมาก ม่วงๆชมพูๆ cool undertone พิกเมนต์แน่น ตลับน่ารัก แข็งแรงพกพาง่าย การขนส่งปานกลางค่ะ แต่น่าจะเป็นช่วงแคมเปญเลยมีช่วงระยะเวลาจัดส่งนิดนึง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
จัดส่งรวดเร็วสุดๆ สีน่ารักมากกก แล้วก็ติดทนสุดๆ เคยยืมของน้องใช้แล้วชอบมากค่ะ สำหรับคนที่อันเดอร์โทนขาวเหลืองหรือติดเหลืองแล้วประสบปัญหาทาแก้มแล้วออกมาเป็นสีส้ม จะบอกว่าบลีชสีนี้รอดนะคะ น้องจะออกชมพูๆไม่ได้ม่วงเข้มอะไรเลย แก้มจะป๊อปน่ารักสุดๆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ตลับเป็นรอยร้าวตลับดูเหมือนไม่ค่อยทนถ้าตกก็คือแตกอย่างเดียวตลับไม่แข็งแรงซื้อสีลิ้นจี่มาแล้วสีมันดูส้มอ่อนๆพอเซ็ตตัวแล้วมันดูหมองๆสีไม่ค่อยชัด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ตอนได้รับสินค้า น้องมีละอองน้ำน่าจะมาจากความร้อนจากการขนส่ง แต่อีกอย่างนึงก็คือในตัวเนื้อบลัชมีเหมือนฝุ่นหรืออะไรเกาะอยู่ในเนื้อครีม แต่สีบลัชสวยดีค่ะ😭😭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ได้ของไม่ครบนะคะ ทักแชทในlazada ไม่มีคนตอบเลย ต้องแอดไลน์ไป มีคนรับเรื่องแล้ว บอกจะส่งตามมาให้ ถ้าได้ของครบแล้วยังไงเดี๋ยวมาแก้ไขดาวให้ค่ะ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ได้รับสินค้าแล้วค่ะ ส่งไวมาก สั่งเมื่อวานตอนบ่าย 3 ได้รับวันนี้ตอนสายๆ ค่ะ บรัชสีสวยมาก เข้าได้กับทุกสีผิวเลย ปัดออกมาสีสวยละมุน ติดทนมากค่ะ โดยรวมดีค่ะว่าจะตำสีอื่นเพิ่มนะคะ (แพ็คเก็จจิ้งดูยังไม่ค่อยแข็งแรงเท่าไหร่ต้องระมัดระวังในการใช้นิดนึง),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
นายหน้าเอาคลิปไปทำบอก1แถม1 ก็กดตามความจริงที่เห็น แล้วตรงให้เลือกสี ก็มีให้เลือกชิ้นที่1 แล้วก็ชิ้นแถมละพอได้สินค้า ก็ได้แค่ชิ้นเดียว เราไม่โอเคค่ะ ได้คำตอบมาว่า ตั้งค่าแบบนี้มา ตั้งแต่เปิดขาย เป็นข้อมลที่แก้ไขไม่ได้,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สีสวยมากค่ะ เม็ดสีแน่น ไม่เป็นคราบ ปกติใช้ของแบรนด์อื่นต้องทนเกินไป หากผลิตภัณฑ์มีส่วนผสม เติมบ่อยมาก อันนี้เติมครั้งเดียวแล้วเติมอีกครั้งหน้าแดงจนแม่ทักเลย555555 ( แนะนำเติมรอบเดียวก็อยู่แล้วค่ะ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ได้รับของเร็ว สีสวย แต่กลิ่นบลัชแปลกๆไม่เคยใช้ เลยไม่รู้ว่ากลิ่นแบบนี้ปกติมั้ย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สี: ตอนวอมลงบนมือสีเบาๆก็คิไส้แล้วค่ะว่าบนแก้มน้าจะไม่รอด5555 แต่พอทาแล้วมันเหมือนไม่ได้ทาเลยงะ ส่วนตัวเราผิวสอง สีนะ ใช่คุชชั่นผิวก็ขาวแต่ไม่ขนาดนั้น คิดว่าสีควรจะติดกว่านี้,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
